1361848487 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361850302 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361850886 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361851090 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361907905 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362531455 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362533648 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367340827 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367340900 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368314236 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368315471 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372456741 7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457020 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457135 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457246 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457348 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372529240 7 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372533245 7 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372533348 7 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372542960 7 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372543614 7 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372543767 7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372544388 7 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372615448 7 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372616706 7 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
