1361848487 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361850302 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361850886 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361851090 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361907905 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362531455 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362533648 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367340827 125 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367340900 125 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368314236 125 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368315471 125 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372456741 125 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457020 125 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457135 125 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457246 125 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372457348 125 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372529240 125 140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372533245 125 149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372533348 125 159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372542960 125 204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372543614 125 216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372543767 125 232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372544388 125 251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372615448 125 297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372616706 125 340 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372619424 125 380 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372620863 125 401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372637329 125 413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372638526 125 417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372638980 125 419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372639768 125 440 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372640281 125 445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372681574 127 445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372686603 127 472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1372686876 127 472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
