1297861200 89583
1361848487 4
1361850302 9
1361850886 58
1361851090 58
1361907905 54
1362531455 60
1362533648 102
1367340827 19
1367340900 21
1368314236 21
1368315471 82
1372456741 82
1372457020 110
1372457135 110
1372457246 117
1372457348 117
1372529240 136
1372533245 144
1372533348 152
1372542960 196
1372543614 199
1372543767 210
1372544388 224
1372615448 254
1372616706 291
1372619424 297
1372620863 314
1372637329 324
1372638526 327
1372638980 329
1372639768 348
1372640281 348
1372686603 372
1372686876 372
1372689501 392
1372689517 395
1372710027 397
1372718690 406
1372718790 406
1372718977 407
1372720351 411
1372721240 431
1372721655 447
1372723218 472
1372723710 478
1372724619 512
1372735899 509
1372736505 535
1372737761 601
1372738775 612
1372739537 618
1372740775 640
1372740826 640
1372781956 643
1372781975 643
1372782071 651
1372788101 653
1372788226 653
1372788332 653
1372788431 655
1372789769 654
1372795610 673
1372799707 727
1372800652 761
1372801685 784
1372802046 786
1372803215 788
1372803276 788
1372803338 788
1372947999 880
1372948082 881
1372953849 888
1372955757 925
1372959652 1000
1372961203 1890
1372961510 1138
1372961680 1138
1372961750 1006
1372973360 1178
1372973790 1189
1372974328 1341
1372974370 1341
1372974739 1456
1372974781 1442
1373327191 1466
1373327233 1464
1373327366 1465
1373327576 1471
1373327624 1471
1373332476 1489
1373334102 1522
1373334159 1522
1373334334 1526
1373398477 1565
1373398913 1568
1373399507 1579
1373401438 1602
1373406457 1602
1373645118 1695
1373658976 1717
1373667427 1865
1373749822 1911
1373932637 1896
1374019380 1850
1374245264 2024
1374245342 3197
1374451166 3306
1374452425 3317
1374453026 3317
1374454726 3319
1374456461 3317
1374458966 3317
1374496357 3312
1374496541 3320
1374506188 3319
1374507115 3319
1374508552 3321
1374623397 4363
1374625258 4363
1374693215 5298
1374693238 5302
1375962114 5245
1375962176 6780
1375962216 6776
1376045803 6818
1376290570 7202
1376291203 7209
1376300654 7230
1376301837 7238
1376302244 7238
1376302934 7059
1376387787 7064
1376434117 7064
1376471324 7591
1376473923 8099
1376477666 8475
1376478623 8675
1376869224 8733
1376869238 10070
1376869501 10070
1376875027 10198
1376914670 10604
1376916382 11037
1377027668 11038
1377216694 11041
1377216701 11049
1377217249 11061
1377218500 11244
1377220103 11492
1377277230 11664
1377352904 11660
1377352915 11647
1377463522 11649
1377463534 11543
1377547156 11542
1377549415 11542
1377549650 11543
1377550135 11541
1377550430 11541
1377551058 11541
1377551485 11541
1377565162 11541
1377568891 11561
1377568908 11564
1377570613 11572
1377603821 11635
1377604209 11637
1377604238 11637
1377617497 11634
1377628071 11634
1377693815 11727
1377714494 11739
1377732654 11739
1377804722 11691
1377807054 11749
1377807449 11746
1377890367 11747
1377894609 11921
1377894790 11933
1378056461 12445
1378086110 12441
1378088013 12448
1378089805 12463
1378092230 12482
1378092971 12488
1378093053 12488
1378145499 12488
1378145507 12499
1378587408 13133
1379421043 13133
1379421046 13156
1379427783 13135
1380066870 13135
1380066978 13142
1380067016 13568
1380071127 13558
1380072843 13558
1380076482 13558
1380679045 13573
1380679189 13573
1381331130 13578
1381331833 14033
1381365902 14051
1381366088 14050
1381379328 14061
1381416432 14048
1381551168 14048
1381797112 14049
1382646359 14083
1382648664 13598
1382714603 10747
1382714972 10771
1382814972 10771
1382815070 10771
1382815190 10770
1382815327 10770
1382815339 10770
1382815483 10770
1382827792 10770
1382833028 10771
1382838709 10771
1382877112 10234
1382877156 10234
1383074889 12188
1383075892 15598
1383075968 15598
1383237513 15598
1383859036 16292
1383859068 16291
1383860896 16312
1383861042 16313
1383872915 16299
1383881543 18978
1383939707 18985
1383939715 18986
1383939782 12971
1384223045 12971
1384223126 12971
1384223133 12966
1384223171 12966
1384223656 12966
1384228028 12968
1384229463 12962
1384266929 13285
1384270219 13543
1384270290 13543
1384302106 13541
1384304440 13541
1384305909 13547
1384306235 14221
1384465048 14221
1384532927 14223
1384539367 14223
1385317704 14223
1385321413 14223
1385321462 14225
1385582259 14227
1385610729 23817
1385649334 24448
1387580306 24448
1387580674 24448
1387583269 24499
1388786145 26475
1388786378 38300
1388794873 38300
1388797721 29473
1388798504 29473
1388809083 28363
1388810621 28363
1390099404 28362
1390099775 28375
1390578411 28353
1390582919 28520
1390583932 28554
1390597127 28554
1390597283 28554
1390599000 28551
1390601792 28335
1390924322 28341
1390925164 28368
1390926965 28368
1390931088 28374
1391046406 28391
1391384093 28456
1391619442 28465
1392597917 28464
1392598572 28459
1392598690 28459
1392764643 29136
1392764658 31600
1392766271 31639
1392815211 31604
1393018762 31613
1393619814 31926
1393621992 31933
1393633019 31944
1393633050 32026
1393633256 32033
1393975201 32021
1394123082 32025
1394124382 32037
1394125656 32020
1394126178 32016
1394127264 32028
1394133742 32020
1394134093 32024
1394143466 32090
1394171301 32091
1394173934 32115
1394508802 32115
1394511580 32114
1394511615 32114
1394511857 32088
1394513862 32080
1394513931 32080
1394759593 31497
